# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0001 chromosomal replication initiator protein DnaA (dnaA) {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0001	BG10065	84.08	446	71	0	1	446	1	446	0.0	 754
BA_0001	BG10359	22.18	248	173	7	12	254	38	270	5e-07	49.3
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0002 DNA polymerase III, beta subunit (dnaN1) [2.7.7.7] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0002	BG10066	74.41	379	96	1	1	379	1	378	1e-157	 549
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0003 conserved hypothetical protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0003	BG10067	70.77	65	19	0	4	68	5	69	4e-22	95.9
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0004 DNA replication and repair protein RecF (recF) {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0004	BG10068	66.30	368	124	0	1	368	1	368	6e-146	 510
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0005 DNA gyrase, B subunit (gyrB) [5.99.1.3] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0005	BG10070	79.43	637	130	1	5	640	2	638	0.0	1053
BA_0005	BG11804	55.42	637	269	10	7	634	5	635	0.0	 677
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0006 DNA gyrase, A subunit (gyrA) [5.99.1.3] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0006	BG10071	78.99	814	171	0	5	818	4	817	0.0	1291
BA_0006	BG11803	42.75	786	434	5	26	804	23	799	1e-180	 627
BA_0006	BG11803	25.74	202	135	8	618	811	510	704	2e-07	51.2
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0008 inosine-5'-monophosphate dehydrogenase (guaB) [1.1.1.205] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0008	BG10073	80.08	487	97	0	1	487	1	487	0.0	 789
BA_0008	BG12392	37.80	246	133	6	215	455	79	309	6e-37	 148
BA_0008	BG11600	26.85	108	69	4	102	204	15	117	2e-07	50.4
BA_0008	BG13354	28.32	113	73	4	97	204	10	119	1e-05	44.7
BA_0008	BG13256	27.85	79	55	2	130	208	178	254	2e-05	43.9
BA_0008	BG13897	26.59	173	102	7	41	209	156	307	4e-05	43.1
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0009 serine-type D-Ala-D-Ala carboxypeptidase DacA (dacA) [3.4.16.4] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0009	BG10074	54.90	439	191	5	3	435	6	443	2e-133	 469
BA_0009	BG10295	37.54	357	194	8	23	377	22	351	1e-53	 204
BA_0009	BG10527	28.99	307	182	9	12	316	8	280	6e-26	 112
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0010 pyridoxine biosynthesis protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0010	BG10075	87.29	291	37	0	5	295	4	294	8e-145	 506
BA_0010	BG13149	41.67	48	26	1	205	252	178	223	3e-05	42.4
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0011 glutamine amidotransferase, SNO family {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0011	BG10076	67.35	196	64	0	1	196	1	196	1e-74	 271
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0012 seryl-tRNA synthetase (serS) [6.1.1.11] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0012	BG10077	82.08	424	76	0	1	424	1	424	0.0	 716
BA_0012	BG10421	22.46	334	194	10	2	319	135	419	4e-06	46.2
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0013 hypothetical protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0014 deoxynucleoside kinase family protein [2.7.1.-] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0014	BG10078	66.05	215	73	0	5	219	2	216	9e-87	 312
BA_0014	BG10079	31.50	200	118	6	15	209	7	192	2e-23	 102
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0015 deoxynucleoside kinase family protein [2.7.1.-] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0015	BG10079	50.72	207	102	0	1	207	1	207	4e-59	 220
BA_0015	BG10078	29.67	209	139	3	7	211	12	216	3e-24	 104
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0016 isochorismatase family protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0016	BG10081	56.40	172	75	0	5	176	7	178	4e-52	 197
BA_0016	BG11241	30.20	149	96	3	6	148	33	179	2e-08	52.4
BA_0016	BG13965	26.40	178	119	5	5	170	4	181	4e-08	51.2
BA_0016	BG12124	24.32	148	102	4	4	149	3	142	3e-07	48.1
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0017 hypothetical protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0018 cytidine-deoxycytidylate deaminase zinc-binding domain protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0018	BG10082	76.77	155	36	0	5	159	3	157	7e-67	 246
BA_0018	BG13240	45.98	87	47	0	27	113	25	111	3e-16	77.8
BA_0018	BG10518	32.89	152	81	5	8	151	4	142	2e-11	62.0
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0019 DNA polymerase III, gamma and tau subunits (dnaX) [2.7.7.7] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0019	BG10083	59.93	564	223	3	1	562	1	563	0.0	 679
BA_0019	BG10095	34.91	169	106	3	21	187	12	178	1e-21	98.2
BA_0019	BG13808	25.94	293	157	10	11	275	9	269	7e-13	68.9
BA_0019	BG11077	26.10	272	150	12	11	237	64	329	1e-09	58.5
BA_0019	BG12669	26.03	242	145	12	11	237	22	244	6e-05	42.7
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0020 conserved hypothetical protein TIGR00103 {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0020	BG10084	80.00	105	21	0	2	106	1	105	8e-46	 174
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0021 recombination protein RecR (recR) {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0021	BG10085	86.36	198	27	0	1	198	1	198	1e-97	 348
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0022 conserved hypothetical protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0022	BG10086	54.79	73	33	0	1	73	1	73	2e-18	84.0
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0024 sigma-k factor processing regulatory protein BofA (bofA) {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0024	BG10087	45.24	84	45	1	5	87	4	87	1e-14	71.2
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0025 csfB protein, putative {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0025	BG10088	38.00	50	31	0	5	54	8	57	2e-11	60.5
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0026 Orn-Lys-Arg decarboxylase family protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0026	BG10091	47.13	471	225	6	7	462	4	465	2e-112	 399
BA_0026	BG10212	33.33	474	298	7	1	459	1	471	5e-71	 261
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0027 thymidylate kinase (tmk) [2.7.4.9] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0027	BG10092	54.11	207	95	0	1	207	1	207	6e-63	 233
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0028 DNA polymerase III, delta prime subunit (holB) [2.7.7.7] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0028	BG10095	51.21	330	157	3	1	327	1	329	1e-94	 339
BA_0028	BG10083	27.11	343	204	10	17	324	26	357	5e-24	 105
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0029 conserved hypothetical protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0029	BG10096	76.36	275	65	0	4	278	1	275	7e-127	 446
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0030 conserved hypothetical protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0030	BG10097	64.17	120	38	3	1	116	1	119	2e-40	 157
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0031 conserved hypothetical protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0031	BG10098	73.98	246	64	0	1	246	2	247	2e-108	 385
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0032 conserved hypothetical protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0032	BG12700	60.24	83	33	0	1	83	1	83	2e-26	 110
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0033 tetrapyrrole methylase family protein [2.1.1.-] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0033	BG10099	62.50	288	105	3	3	288	4	290	1e-101	 362
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0034 transition state transcriptional regulatory protein AbrB (abrB) {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0034	BG10100	85.11	94	14	0	1	94	3	96	3e-41	 159
BA_0034	BG10988	60.92	87	34	0	1	87	1	87	8e-26	 108
BA_0034	BG10119	68.63	51	15	1	1	50	1	51	4e-14	69.3
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0036 methionyl-tRNA synthetase (metS) [6.1.1.10] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0036	BG10101	74.44	665	164	3	1	660	1	664	0.0	1022
BA_0036	BG10321	23.64	423	275	13	155	545	347	753	6e-17	82.8
BA_0036	BG10321	29.58	142	80	4	3	125	37	177	2e-08	54.7
BA_0036	BG10676	29.19	209	129	6	4	208	29	222	3e-15	77.0
BA_0036	BG10676	26.91	223	127	7	258	466	516	716	5e-10	59.7
BA_0036	BG10809	38.68	106	61	3	558	659	4	109	2e-11	64.3
BA_0036	BG11792	23.08	325	207	14	225	527	506	809	1e-07	52.0
BA_0036	BG11792	23.70	135	88	3	2	121	44	178	1e-07	51.6
BA_0036	BG10875	36.36	88	41	3	568	645	48	130	2e-04	41.2
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0037 deoxyribonuclease, TatD family {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0037	BG10102	72.83	254	69	0	1	254	1	254	4e-110	 390
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0038 primase-related protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0038	BG10104	69.57	184	56	0	1	184	1	184	3e-70	 257
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0039 dimethyladenosine transferase (ksgA) [2.1.1.-] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0039	BG10105	71.23	285	82	0	2	286	3	287	5e-116	 410
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0040 yabG protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0040	BG10106	59.03	288	113	1	1	283	1	288	7e-101	 360
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0041 veg protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0041	BG10107	65.48	84	29	0	1	84	1	84	4e-27	 112
# BLASTP 2.2.13 [Nov-27-2005]
